generated_question_id,template_id,layer_id,scene_id,file_path,question_text,ground_truth_answer
211,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""floor slabs""?
Answer ""yes"" or ""no"".",no
212,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""wall""?
Answer ""yes"" or ""no"".",no
213,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""structural wall""?
Answer ""yes"" or ""no"".",no
214,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""insulation""?
Answer ""yes"" or ""no"".",no
215,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""window/curtain wall""?
Answer ""yes"" or ""no"".",no
216,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""floor finish""?
Answer ""yes"" or ""no"".",no
217,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""wall finish""?
Answer ""yes"" or ""no"".",no
218,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""horizontal bands""?
Answer ""yes"" or ""no"".",no
219,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""bracket""?
Answer ""yes"" or ""no"".",yes
220,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""anchor dowel""?
Answer ""yes"" or ""no"".",yes
221,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""vertical guide""?
Answer ""yes"" or ""no"".",yes
222,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""facade panel""?
Answer ""yes"" or ""no"".",yes
223,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""self-tapping screw""?
Answer ""yes"" or ""no"".",yes
224,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""window sill""?
Answer ""yes"" or ""no"".",yes
225,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of curtain wall in the attached view.
Does curtain wall have the feature ""frames""?
Answer ""yes"" or ""no"".",yes
226,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of curtain wall in the attached view.
Does curtain wall have the feature ""mullions""?
Answer ""yes"" or ""no"".",yes
227,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of curtain wall in the attached view.
Does curtain wall have the feature ""panels""?
Answer ""yes"" or ""no"".",yes
228,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of facade flashing in the attached view.
Does facade flashing have the feature ""self-tapping screw""?
Answer ""yes"" or ""no"".",no
229,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of insulation in the attached view.
Does insulation have the feature ""panels""?
Answer ""yes"" or ""no"".",no
230,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""facade system""?
Answer ""yes"" or ""no"".",no
231,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of insulation in the attached view.
Does insulation have the feature ""backrest""?
Answer ""yes"" or ""no"".",no
232,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of floor finish in the attached view.
Does floor finish have the feature ""bracket""?
Answer ""yes"" or ""no"".",no
233,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""lid""?
Answer ""yes"" or ""no"".",no
234,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of wall finish in the attached view.
Does wall finish have the feature ""facade system""?
Answer ""yes"" or ""no"".",no
235,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of wall finish in the attached view.
Does wall finish have the feature ""blanket""?
Answer ""yes"" or ""no"".",no
236,2,1_1_1,5,5 Living_house - Facade fragment.jpg,"Find one or multiple entities of wall in the attached view.
Does wall have the feature ""leaves""?
Answer ""yes"" or ""no"".",no
237,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of elevation in the attached view.
Does elevation have the feature ""wall""?
Answer ""yes"" or ""no"".",no
238,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of elevation in the attached view.
Does elevation have the feature ""window""?
Answer ""yes"" or ""no"".",no
239,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of elevation in the attached view.
Does elevation have the feature ""curtain wall""?
Answer ""yes"" or ""no"".",no
240,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of elevation in the attached view.
Does elevation have the feature ""facade flashing""?
Answer ""yes"" or ""no"".",no
241,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""floor slabs""?
Answer ""yes"" or ""no"".",no
242,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""wall""?
Answer ""yes"" or ""no"".",no
243,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""structural wall""?
Answer ""yes"" or ""no"".",no
244,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""insulation""?
Answer ""yes"" or ""no"".",no
245,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""window/curtain wall""?
Answer ""yes"" or ""no"".",no
246,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""floor finish""?
Answer ""yes"" or ""no"".",no
247,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""wall finish""?
Answer ""yes"" or ""no"".",no
248,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""horizontal bands""?
Answer ""yes"" or ""no"".",no
249,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""bracket""?
Answer ""yes"" or ""no"".",yes
250,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""anchor dowel""?
Answer ""yes"" or ""no"".",yes
251,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""vertical guide""?
Answer ""yes"" or ""no"".",yes
252,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""facade panel""?
Answer ""yes"" or ""no"".",yes
253,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""self-tapping screw""?
Answer ""yes"" or ""no"".",yes
254,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""window sill""?
Answer ""yes"" or ""no"".",yes
255,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of curtain wall in the attached view.
Does curtain wall have the feature ""frames""?
Answer ""yes"" or ""no"".",yes
256,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of curtain wall in the attached view.
Does curtain wall have the feature ""mullions""?
Answer ""yes"" or ""no"".",yes
257,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of curtain wall in the attached view.
Does curtain wall have the feature ""panels""?
Answer ""yes"" or ""no"".",yes
258,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of plan view in the attached view.
Does plan view have the feature ""window""?
Answer ""yes"" or ""no"".",no
259,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of plan view in the attached view.
Does plan view have the feature ""curtain wall""?
Answer ""yes"" or ""no"".",no
260,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of plan view in the attached view.
Does plan view have the feature ""facade system""?
Answer ""yes"" or ""no"".",no
261,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of plan view in the attached view.
Does plan view have the feature ""floor finish layers""?
Answer ""yes"" or ""no"".",no
262,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of facade system in the attached view.
Does facade system have the feature ""bracket""?
Answer ""yes"" or ""no"".",no
263,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of facade system in the attached view.
Does facade system have the feature ""anchor dowel""?
Answer ""yes"" or ""no"".",no
264,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of facade system in the attached view.
Does facade system have the feature ""vertical guide""?
Answer ""yes"" or ""no"".",no
265,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of facade system in the attached view.
Does facade system have the feature ""facade panel""?
Answer ""yes"" or ""no"".",no
266,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of facade system in the attached view.
Does facade system have the feature ""self-tapping screw""?
Answer ""yes"" or ""no"".",no
267,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of facade system in the attached view.
Does facade system have the feature ""window sill""?
Answer ""yes"" or ""no"".",no
268,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of floor finish in the attached view.
Does floor finish have the feature ""tap""?
Answer ""yes"" or ""no"".",no
269,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of wall in the attached view.
Does wall have the feature ""wall finish""?
Answer ""yes"" or ""no"".",no
270,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of floor finish in the attached view.
Does floor finish have the feature ""horizontal bands""?
Answer ""yes"" or ""no"".",no
271,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of facade flashing in the attached view.
Does facade flashing have the feature ""pillow""?
Answer ""yes"" or ""no"".",no
272,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of curtain wall in the attached view.
Does curtain wall have the feature ""tap""?
Answer ""yes"" or ""no"".",no
273,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of facade flashing in the attached view.
Does facade flashing have the feature ""mullions""?
Answer ""yes"" or ""no"".",no
274,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of floor slabs in the attached view.
Does floor slabs have the feature ""facade panel""?
Answer ""yes"" or ""no"".",no
275,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""leaves""?
Answer ""yes"" or ""no"".",no
276,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of floor slabs in the attached view.
Does floor slabs have the feature ""lid""?
Answer ""yes"" or ""no"".",no
277,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of window in the attached view.
Does window have the feature ""vertical guide""?
Answer ""yes"" or ""no"".",no
278,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of window in the attached view.
Does window have the feature ""tap""?
Answer ""yes"" or ""no"".",no
279,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of facade flashing in the attached view.
Does facade flashing have the feature ""handrail""?
Answer ""yes"" or ""no"".",no
280,2,1_1_1,6,6 Living_house - Facade fragment.jpg,"Find one or multiple entities of window in the attached view.
Does window have the feature ""armrests""?
Answer ""yes"" or ""no"".",no
281,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of elevation in the attached view.
Does elevation have the feature ""wall""?
Answer ""yes"" or ""no"".",no
282,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of elevation in the attached view.
Does elevation have the feature ""window""?
Answer ""yes"" or ""no"".",no
283,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of elevation in the attached view.
Does elevation have the feature ""curtain wall""?
Answer ""yes"" or ""no"".",no
284,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of elevation in the attached view.
Does elevation have the feature ""facade flashing""?
Answer ""yes"" or ""no"".",no
285,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""floor slabs""?
Answer ""yes"" or ""no"".",no
286,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""wall""?
Answer ""yes"" or ""no"".",no
287,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""structural wall""?
Answer ""yes"" or ""no"".",no
288,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""insulation""?
Answer ""yes"" or ""no"".",no
289,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""window/curtain wall""?
Answer ""yes"" or ""no"".",no
290,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""floor finish""?
Answer ""yes"" or ""no"".",no
291,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""wall finish""?
Answer ""yes"" or ""no"".",no
292,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""horizontal bands""?
Answer ""yes"" or ""no"".",no
293,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""bracket""?
Answer ""yes"" or ""no"".",yes
294,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""anchor dowel""?
Answer ""yes"" or ""no"".",yes
295,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""vertical guide""?
Answer ""yes"" or ""no"".",yes
296,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""facade panel""?
Answer ""yes"" or ""no"".",yes
297,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""self-tapping screw""?
Answer ""yes"" or ""no"".",yes
298,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""window sill""?
Answer ""yes"" or ""no"".",yes
299,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of curtain wall in the attached view.
Does curtain wall have the feature ""frames""?
Answer ""yes"" or ""no"".",yes
300,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of curtain wall in the attached view.
Does curtain wall have the feature ""mullions""?
Answer ""yes"" or ""no"".",yes
301,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of curtain wall in the attached view.
Does curtain wall have the feature ""panels""?
Answer ""yes"" or ""no"".",yes
302,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of facade flashing in the attached view.
Does facade flashing have the feature ""integrated basin""?
Answer ""yes"" or ""no"".",no
303,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of facade flashing in the attached view.
Does facade flashing have the feature ""facade flashing""?
Answer ""yes"" or ""no"".",no
304,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of floor finish in the attached view.
Does floor finish have the feature ""pillow""?
Answer ""yes"" or ""no"".",no
305,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of wall finish in the attached view.
Does wall finish have the feature ""floor finish""?
Answer ""yes"" or ""no"".",no
306,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""curtain wall""?
Answer ""yes"" or ""no"".",no
307,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of wall in the attached view.
Does wall have the feature ""window/curtain wall""?
Answer ""yes"" or ""no"".",no
308,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of wall finish in the attached view.
Does wall finish have the feature ""blanket""?
Answer ""yes"" or ""no"".",no
309,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of window in the attached view.
Does window have the feature ""headboard""?
Answer ""yes"" or ""no"".",no
310,2,1_1_1,7,7 Living_house - Facade fragment.jpg,"Find one or multiple entities of insulation in the attached view.
Does insulation have the feature ""mullions""?
Answer ""yes"" or ""no"".",no
311,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of elevation in the attached view.
Does elevation have the feature ""wall""?
Answer ""yes"" or ""no"".",no
312,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of elevation in the attached view.
Does elevation have the feature ""window""?
Answer ""yes"" or ""no"".",no
313,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of elevation in the attached view.
Does elevation have the feature ""curtain wall""?
Answer ""yes"" or ""no"".",no
314,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of elevation in the attached view.
Does elevation have the feature ""facade flashing""?
Answer ""yes"" or ""no"".",no
315,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""floor slabs""?
Answer ""yes"" or ""no"".",no
316,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""wall""?
Answer ""yes"" or ""no"".",no
317,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""structural wall""?
Answer ""yes"" or ""no"".",no
318,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""insulation""?
Answer ""yes"" or ""no"".",no
319,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""window/curtain wall""?
Answer ""yes"" or ""no"".",no
320,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""floor finish""?
Answer ""yes"" or ""no"".",no
321,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""wall finish""?
Answer ""yes"" or ""no"".",no
322,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of section in the attached view.
Does section have the feature ""horizontal bands""?
Answer ""yes"" or ""no"".",no
323,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""bracket""?
Answer ""yes"" or ""no"".",yes
324,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""anchor dowel""?
Answer ""yes"" or ""no"".",yes
325,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""vertical guide""?
Answer ""yes"" or ""no"".",yes
326,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""facade panel""?
Answer ""yes"" or ""no"".",yes
327,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""self-tapping screw""?
Answer ""yes"" or ""no"".",yes
328,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""window sill""?
Answer ""yes"" or ""no"".",yes
329,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of curtain wall in the attached view.
Does curtain wall have the feature ""frames""?
Answer ""yes"" or ""no"".",yes
330,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of curtain wall in the attached view.
Does curtain wall have the feature ""mullions""?
Answer ""yes"" or ""no"".",yes
331,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of curtain wall in the attached view.
Does curtain wall have the feature ""panels""?
Answer ""yes"" or ""no"".",yes
332,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""lid""?
Answer ""yes"" or ""no"".",no
333,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of facade flashing in the attached view.
Does facade flashing have the feature ""frames""?
Answer ""yes"" or ""no"".",no
334,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of floor finish in the attached view.
Does floor finish have the feature ""headboard""?
Answer ""yes"" or ""no"".",no
335,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of window in the attached view.
Does window have the feature ""floor finish""?
Answer ""yes"" or ""no"".",no
336,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of facade flashing in the attached view.
Does facade flashing have the feature ""armrests""?
Answer ""yes"" or ""no"".",no
337,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of floor finish in the attached view.
Does floor finish have the feature ""window/curtain wall""?
Answer ""yes"" or ""no"".",no
338,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""floor finish""?
Answer ""yes"" or ""no"".",no
339,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of wall finish in the attached view.
Does wall finish have the feature ""horizontal bands""?
Answer ""yes"" or ""no"".",no
340,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of curtain wall in the attached view.
Does curtain wall have the feature ""armrests""?
Answer ""yes"" or ""no"".",no
341,4,1_1_1,3,3 double flat.jpg,"In the attached view, one or more floor in WC are shown.  What is the material of the  floor in WC? Choose one: ""linoleum"", ""terazzo"", ""tiles"", or ""marble""",tiles
342,4,1_1_1,3,3 double flat.jpg,"In the attached view, one or more floor in child bedroom are shown.  What is the material of the  floor in child bedroom? Choose one: ""lino"", ""ceramic tiles"", ""laminate"", or ""carpet""",laminate
343,4,1_1_1,3,3 double flat.jpg,"In the attached view, one or more floor in quest bedroom are shown.  What is the material of the  floor in quest bedroom? Choose one: ""lino"", ""parquet"", ""tiles"", or ""hardwood""",parquet
344,4,1_1_1,4,4 double flat.jpg,"In the attached view, one or more floor in WC are shown.  What is the material of the  floor in WC? Choose one: ""marble"", ""terazzo"", ""tiles"", or ""slate""",tiles
345,4,1_1_1,4,4 double flat.jpg,"In the attached view, one or more floor in child bedroom are shown.  What is the material of the  floor in child bedroom? Choose one: ""carpet"", ""vinyl"", ""parquet"", or ""slate""",parquet
346,4,1_1_1,4,4 double flat.jpg,"In the attached view, one or more floor in guest bedroom are shown.  What is the material of the  floor in quest bedroom? Choose one: ""carpet"", ""vinyl"", ""laminate"", or ""linoleum""",laminate
347,4,1_1_1,5,5 Living_house - Facade fragment.jpg,"In the attached view, one or more floor slabs are shown.  What is the material of the  floor slabs? Choose one: ""prestressed concrete"", ""reinforced concrete"", ""steel"", or ""wood""",reinforced concrete
348,4,1_1_1,5,5 Living_house - Facade fragment.jpg,"In the attached view, one or more facade flashing are shown.  What is the material of the  facade flashing? Choose one: ""fiber cement panel"", ""galvanized steel"", ""porcelain stoneware panels"", or ""clinker panels""",galvanized steel
349,4,1_1_1,5,5 Living_house - Facade fragment.jpg,"In the attached view, one or more insulation are shown.  What is the material of the  insulation? Choose one: ""polyurethane foam"", ""extruded polystyrene"", ""mineral wool"", or ""expanded polystyren""",mineral wool
350,4,1_1_1,5,5 Living_house - Facade fragment.jpg,"In the attached view, one or more structural wall are shown.  What is the material of the  structural wall? Choose one: ""precast concrete wall panel"", ""cmu"", ""reinforced concrete"", or ""calcium silicate block""",reinforced concrete
351,4,1_1_1,5,5 Living_house - Facade fragment.jpg,"In the attached view, one or more curtain wall panels are shown.  What is the material of the translucent curtain wall panels? Choose one: ""solid polycarbonate"", ""acrylic"", ""glass"", or ""coloured glass""",glass
352,4,1_1_1,5,5 Living_house - Facade fragment.jpg,"In the attached view, one or more window are shown.  What is the material of the  window? Choose one: ""extruded acrylic sheet"", ""glass"", ""polycarbonate"", or ""blue glass""",glass
353,4,1_1_1,5,5 Living_house - Facade fragment.jpg,"In the attached view, one or more leveling screed are shown.  What is the material of the  leveling screed? Choose one: ""polymer-modified cementitious screed"", ""anhydrite screed"", ""cement-sand screed"", or ""calcium sulfate screed""",cement-sand screed
354,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more floor slabs are shown.  What is the material of the  floor slabs? Choose one: ""steel"", ""reinforced concrete"", ""prestressed concrete"", or ""carpet""",reinforced concrete
355,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more facade flashing are shown.  What is the material of the  facade flashing? Choose one: ""sheet metal"", ""clinker"", ""ceramic tiles"", or ""fiber cement panels""",ceramic tiles
356,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more insulation are shown.  What is the material of the  insulation? Choose one: ""polyurethane foam"", ""extruded polystyrene"", ""mineral wool"", or ""polyurethane foam""",mineral wool
357,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more structural wall are shown.  What is the material of the  structural wall? Choose one: ""cross-laminated timber"", ""stone"", ""reinforced concrete"", or ""precast concrete""",reinforced concrete
358,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more curtain wall panels are shown.  What is the material of the curtain wall panels? Choose one: ""wood"", ""plastic"", ""glass"", or ""multiwall polycarbonate""",glass
359,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more transparent window infill are shown.  What is the material of the  transparent window infill? Choose one: ""acrylic"", ""coloured blue gleass"", ""glass"", or ""polymethyl methacrylate""",glass
360,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more load-bearing structure are shown.  What is the material of the  load-bearing structure? Choose one: ""cross-laminated timber"", ""reinforced concrete slab"", ""metal"", or ""steel""",reinforced concrete slab
361,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more hydroisolation are shown.  What is the material of the  hydroisolation? Choose one: ""bentonite"", ""self-adhesive bituminous membrane"", ""rubberized felt waterproofing"", or ""acrylic""",rubberized felt waterproofing
362,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more leveling screed are shown.  What is the material of the  leveling screed? Choose one: ""anhydrite screed"", ""calcium sulfate screed"", ""cement-sand screed"", or ""fast-drying screed""",cement-sand screed
