generated_question_id,scene_id,file_path,template_id,question_text,rule_id,parent_rule_id,rule_figure_id,figure_path,correct_answer
86,13,13 Cutout 5.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The floor must be sloped in the shower, and the floor gully must be located so as to ensure that water is contained and does not escape into any adjoining bedroom.

Answer ""yes"" or ""no"".",24.0,,4.0,Figure67.jpg,yes
87,13,13 Cutout 5.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
A staff emergency ceiling pull cord must be located in the space between the floor gully and the showering trolley in the staff working area so that the staff member can access it quickly  in the trolley access shower.

Answer ""yes"" or ""no"".",25.0,,4.0,Figure67.jpg,yes
88,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
En-suite shower rooms must be equipped with an adjustable tip-up shower seat. This is to allow for both non-assisted and assisted showering.

Answer ""yes"" or ""no"".",26.0,,5.0,Figure53.jpg,yes
89,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The position of the shower seat should be adjusted between uses as required.

Answer ""yes"" or ""no"".",27.0,,5.0,Figure53.jpg,yes
90,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
A fixed shower head must be provided, and its centreline must be located 500 mm from the side wall

Answer ""yes"" or ""no"".",28.0,,5.0,Figure53.jpg,yes
91,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The zone for shower controls, is located between 900 mm from floor level and 1000 mm from floor level.

Answer ""yes"" or ""no"".",29.0,,5.0,Figure53.jpg,yes
92,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
An adjustable and removable shower head must be provided.

Answer ""yes"" or ""no"".",30.0,,,,yes
93,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The vertical adjustment range for the adjutable and detachable shower head must be between 900 mm and 1900 mm from the floor.

Answer ""yes"" or ""no"".",31.0,,5.0,Figure53.jpg,yes
94,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The shower seat must have a depth of 650 mm to comply with Approved Document M / BS 8300.

Answer ""yes"" or ""no"".",32.0,,,,yes
95,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The adjustable shower seat must have a vertical height adjustment range of 200 mm, spanning from a minimum of 480 mm to a maximum of 680 mm from the floor.

Answer ""yes"" or ""no"".",33.0,,5.0,Figure53.jpg,yes
96,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The center line of the shower seat should be located approximately 780 mm from the wall perpendicular to the wall onto which the seat is mounted.

Answer ""yes"" or ""no"".",34.0,,5.0,Figure53.jpg,no
97,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The shower curtain must measure 1200 mm in depth and 920 mm in width and be located in front of the seat.

Answer ""yes"" or ""no"".",35.0,,5.0,Figure53.jpg,yes
98,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The horizontal distance from the centreline of the shower seat to the centreline of the horizontal grabrail must be 320 mm.

Answer ""yes"" or ""no"".",36.0,,5.0,Figure53.jpg,no
99,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The assisted wheelchair transfer zone must provide a clear depth of approximately 1190 mm in front of the shower curtain.

Answer ""yes"" or ""no"".",37.0,,5.0,Figure53.jpg,no
100,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The assisted wheelchair transfer zone must provide a clear width of approximately 940 mm, measured from the shower seat's centreline along its mounting wall.

Answer ""yes"" or ""no"".",38.0,,5.0,Figure53.jpg,no
101,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The clear zone for front-access mobile hoist transfers must have a depth of 1400 mm (minimum 1150 mm) from the seat's centreline. The clear zone for front-access mobile hoist transfers must have a width of 2400 mm (minimum 2200 mm) measured from the seat's mounting wall.

Answer ""yes"" or ""no"".",39.0,,5.0,Figure53.jpg,no
102,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The clear zone for side-access mobile hoist transfers must have a depth of 2400 mm (minimum 2200 mm) from the seat's centreline. The clear zone for side-access mobile hoist transfers must have a width of 1400 mm (minimum 1150 mm).

Answer ""yes"" or ""no"".",40.0,,5.0,Figure53.jpg,no
103,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The maximum comfortable reach envelope for an independent user in the corner seat position is defined by a radius of 600 mm.

Answer ""yes"" or ""no"".",41.0,,5.0,Figure53.jpg,no
104,14,14 Cutout 6 - Compositional view.jpg,41,"Is the design displayed in the picture compliant with the following rule?

Rule:
The room layout includes an adjustable tip-up shower seat. This is to allow for both non-assisted and assisted showering. The position of the shower seat should be adjusted between uses as required.

Answer ""yes"" or ""no"".",,4.0,5.0,Figure53.jpg,no
105,14,14 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
En-suite shower rooms must be equipped with an adjustable tip-up shower seat. This is to allow for both non-assisted and assisted showering.

Answer ""yes"" or ""no"".",26.0,,5.0,Figure53.jpg,yes
106,14,14 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The position of the shower seat should be adjusted between uses as required.

Answer ""yes"" or ""no"".",27.0,,5.0,Figure53.jpg,yes
107,14,14 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
A fixed shower head must be provided, and its centreline must be located 500 mm from the side wall

Answer ""yes"" or ""no"".",28.0,,5.0,Figure53.jpg,no
108,14,14 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The zone for shower controls, is located between 900 mm from floor level and 1000 mm from floor level.

Answer ""yes"" or ""no"".",29.0,,5.0,Figure53.jpg,no
109,14,14 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
An adjustable and removable shower head must be provided.

Answer ""yes"" or ""no"".",30.0,,,,no
110,14,14 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The vertical adjustment range for the adjutable and detachable shower head must be between 900 mm and 1900 mm from the floor.

Answer ""yes"" or ""no"".",31.0,,5.0,Figure53.jpg,no
111,14,14 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The shower seat must have a depth of 650 mm to comply with Approved Document M / BS 8300.

Answer ""yes"" or ""no"".",32.0,,,,no
112,14,14 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The adjustable shower seat must have a vertical height adjustment range of 200 mm, spanning from a minimum of 480 mm to a maximum of 680 mm from the floor.

Answer ""yes"" or ""no"".",33.0,,5.0,Figure53.jpg,yes
113,14,14 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The center line of the shower seat should be located approximately 780 mm from the wall perpendicular to the wall onto which the seat is mounted.

Answer ""yes"" or ""no"".",34.0,,5.0,Figure53.jpg,yes
114,14,14 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The shower curtain must measure 1200 mm in depth and 920 mm in width and be located in front of the seat.

Answer ""yes"" or ""no"".",35.0,,5.0,Figure53.jpg,no
115,14,14 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The horizontal distance from the centreline of the shower seat to the centreline of the horizontal grabrail must be 320 mm.

Answer ""yes"" or ""no"".",36.0,,5.0,Figure53.jpg,no
116,14,14 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The assisted wheelchair transfer zone must provide a clear depth of approximately 1190 mm in front of the shower curtain.

Answer ""yes"" or ""no"".",37.0,,5.0,Figure53.jpg,no
117,14,14 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The assisted wheelchair transfer zone must provide a clear width of approximately 940 mm, measured from the shower seat's centreline along its mounting wall.

Answer ""yes"" or ""no"".",38.0,,5.0,Figure53.jpg,no
118,14,14 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The clear zone for front-access mobile hoist transfers must have a depth of 1400 mm (minimum 1150 mm) from the seat's centreline. The clear zone for front-access mobile hoist transfers must have a width of 2400 mm (minimum 2200 mm) measured from the seat's mounting wall.

Answer ""yes"" or ""no"".",39.0,,5.0,Figure53.jpg,no
119,14,14 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The clear zone for side-access mobile hoist transfers must have a depth of 2400 mm (minimum 2200 mm) from the seat's centreline. The clear zone for side-access mobile hoist transfers must have a width of 1400 mm (minimum 1150 mm).

Answer ""yes"" or ""no"".",40.0,,5.0,Figure53.jpg,no
120,14,14 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The maximum comfortable reach envelope for an independent user in the corner seat position is defined by a radius of 600 mm.

Answer ""yes"" or ""no"".",41.0,,5.0,Figure53.jpg,yes
121,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
En-suite shower rooms must be equipped with an adjustable tip-up shower seat. This is to allow for both non-assisted and assisted showering.

Answer ""yes"" or ""no"".",26.0,,5.0,Figure53.jpg,yes
122,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The position of the shower seat should be adjusted between uses as required.

Answer ""yes"" or ""no"".",27.0,,5.0,Figure53.jpg,yes
123,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
A fixed shower head must be provided, and its centreline must be located 500 mm from the side wall

Answer ""yes"" or ""no"".",28.0,,5.0,Figure53.jpg,yes
124,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The zone for shower controls, is located between 900 mm from floor level and 1000 mm from floor level.

Answer ""yes"" or ""no"".",29.0,,5.0,Figure53.jpg,yes
125,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
An adjustable and removable shower head must be provided.

Answer ""yes"" or ""no"".",30.0,,,,yes
126,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The vertical adjustment range for the adjutable and detachable shower head must be between 900 mm and 1900 mm from the floor.

Answer ""yes"" or ""no"".",31.0,,5.0,Figure53.jpg,yes
127,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The shower seat must have a depth of 650 mm to comply with Approved Document M / BS 8300.

Answer ""yes"" or ""no"".",32.0,,,,yes
128,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The adjustable shower seat must have a vertical height adjustment range of 200 mm, spanning from a minimum of 480 mm to a maximum of 680 mm from the floor.

Answer ""yes"" or ""no"".",33.0,,5.0,Figure53.jpg,yes
129,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The center line of the shower seat should be located approximately 780 mm from the wall perpendicular to the wall onto which the seat is mounted.

Answer ""yes"" or ""no"".",34.0,,5.0,Figure53.jpg,no
130,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The shower curtain must measure 1200 mm in depth and 920 mm in width and be located in front of the seat.

Answer ""yes"" or ""no"".",35.0,,5.0,Figure53.jpg,yes
131,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The horizontal distance from the centreline of the shower seat to the centreline of the horizontal grabrail must be 320 mm.

Answer ""yes"" or ""no"".",36.0,,5.0,Figure53.jpg,no
132,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The assisted wheelchair transfer zone must provide a clear depth of approximately 1190 mm in front of the shower curtain.

Answer ""yes"" or ""no"".",37.0,,5.0,Figure53.jpg,no
133,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The assisted wheelchair transfer zone must provide a clear width of approximately 940 mm, measured from the shower seat's centreline along its mounting wall.

Answer ""yes"" or ""no"".",38.0,,5.0,Figure53.jpg,no
134,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The clear zone for front-access mobile hoist transfers must have a depth of 1400 mm (minimum 1150 mm) from the seat's centreline. The clear zone for front-access mobile hoist transfers must have a width of 2400 mm (minimum 2200 mm) measured from the seat's mounting wall.

Answer ""yes"" or ""no"".",39.0,,5.0,Figure53.jpg,no
135,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The clear zone for side-access mobile hoist transfers must have a depth of 2400 mm (minimum 2200 mm) from the seat's centreline. The clear zone for side-access mobile hoist transfers must have a width of 1400 mm (minimum 1150 mm).

Answer ""yes"" or ""no"".",40.0,,5.0,Figure53.jpg,no
136,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The maximum comfortable reach envelope for an independent user in the corner seat position is defined by a radius of 600 mm.

Answer ""yes"" or ""no"".",41.0,,5.0,Figure53.jpg,no
137,15,15 Cutout 6 - Compositional view.jpg,41,"Is the design displayed in the picture compliant with the following rule?

Rule:
The room layout includes an adjustable tip-up shower seat. This is to allow for both non-assisted and assisted showering. The position of the shower seat should be adjusted between uses as required.

Answer ""yes"" or ""no"".",,4.0,5.0,Figure53.jpg,no
138,15,15 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
En-suite shower rooms must be equipped with an adjustable tip-up shower seat. This is to allow for both non-assisted and assisted showering.

Answer ""yes"" or ""no"".",26.0,,5.0,Figure53.jpg,no
139,15,15 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The position of the shower seat should be adjusted between uses as required.

Answer ""yes"" or ""no"".",27.0,,5.0,Figure53.jpg,no
140,15,15 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
A fixed shower head must be provided, and its centreline must be located 500 mm from the side wall

Answer ""yes"" or ""no"".",28.0,,5.0,Figure53.jpg,no
141,15,15 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The zone for shower controls, is located between 900 mm from floor level and 1000 mm from floor level.

Answer ""yes"" or ""no"".",29.0,,5.0,Figure53.jpg,no
142,15,15 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
An adjustable and removable shower head must be provided.

Answer ""yes"" or ""no"".",30.0,,,,no
143,15,15 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The vertical adjustment range for the adjutable and detachable shower head must be between 900 mm and 1900 mm from the floor.

Answer ""yes"" or ""no"".",31.0,,5.0,Figure53.jpg,no
144,15,15 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The shower seat must have a depth of 650 mm to comply with Approved Document M / BS 8300.

Answer ""yes"" or ""no"".",32.0,,,,no
145,15,15 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The adjustable shower seat must have a vertical height adjustment range of 200 mm, spanning from a minimum of 480 mm to a maximum of 680 mm from the floor.

Answer ""yes"" or ""no"".",33.0,,5.0,Figure53.jpg,no
146,15,15 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The center line of the shower seat should be located approximately 780 mm from the wall perpendicular to the wall onto which the seat is mounted.

Answer ""yes"" or ""no"".",34.0,,5.0,Figure53.jpg,yes
147,15,15 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The shower curtain must measure 1200 mm in depth and 920 mm in width and be located in front of the seat.

Answer ""yes"" or ""no"".",35.0,,5.0,Figure53.jpg,yes
148,15,15 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The horizontal distance from the centreline of the shower seat to the centreline of the horizontal grabrail must be 320 mm.

Answer ""yes"" or ""no"".",36.0,,5.0,Figure53.jpg,yes
149,15,15 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The assisted wheelchair transfer zone must provide a clear depth of approximately 1190 mm in front of the shower curtain.

Answer ""yes"" or ""no"".",37.0,,5.0,Figure53.jpg,yes
150,15,15 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The assisted wheelchair transfer zone must provide a clear width of approximately 940 mm, measured from the shower seat's centreline along its mounting wall.

Answer ""yes"" or ""no"".",38.0,,5.0,Figure53.jpg,no
151,15,15 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The clear zone for front-access mobile hoist transfers must have a depth of 1400 mm (minimum 1150 mm) from the seat's centreline. The clear zone for front-access mobile hoist transfers must have a width of 2400 mm (minimum 2200 mm) measured from the seat's mounting wall.

Answer ""yes"" or ""no"".",39.0,,5.0,Figure53.jpg,no
152,15,15 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The clear zone for side-access mobile hoist transfers must have a depth of 2400 mm (minimum 2200 mm) from the seat's centreline. The clear zone for side-access mobile hoist transfers must have a width of 1400 mm (minimum 1150 mm).

Answer ""yes"" or ""no"".",40.0,,5.0,Figure53.jpg,no
153,15,15 Cutout 6 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The maximum comfortable reach envelope for an independent user in the corner seat position is defined by a radius of 600 mm.

Answer ""yes"" or ""no"".",41.0,,5.0,Figure53.jpg,yes
154,16,16_Cutout 7 .jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Hand-rinse or personal washing facilities must be provided in association with the WCs that serve the changing area.

Answer ""yes"" or ""no"".",42.0,,,,yes
155,16,16_Cutout 7 .jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The required washing facilities must be located in one of two possible locations: (A) within the associated WC rooms, or (B) immediately outside the associated WC rooms.

Answer ""yes"" or ""no"".",43.0,,,,yes
156,16,16_Cutout 7 .jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Regardless of whether the washing facilities are located inside or outside the WCs, they must be directly accessible from the changing area

Answer ""yes"" or ""no"".",44.0,,,,yes
157,16,16_Cutout 7 .jpg,41,"Is the design displayed in the picture compliant with the following rule?

Rule:
Hand-rinse or personal washing facilities should be provided either within the associated WCs or immediately outside them, accessible from the changing area.

Answer ""yes"" or ""no"".",,5.0,,,no
158,16,16_Cutout 7 .jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
Hand-rinse or personal washing facilities must be provided in association with the WCs that serve the changing area.

Answer ""yes"" or ""no"".",42.0,,,,no
159,16,16_Cutout 7 .jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The required washing facilities must be located in one of two possible locations: (A) within the associated WC rooms, or (B) immediately outside the associated WC rooms.

Answer ""yes"" or ""no"".",43.0,,,,no
160,16,16_Cutout 7 .jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
Regardless of whether the washing facilities are located inside or outside the WCs, they must be directly accessible from the changing area

Answer ""yes"" or ""no"".",44.0,,,,no
161,17,17_Cutout 7.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Hand-rinse or personal washing facilities must be provided in association with the WCs that serve the changing area.

Answer ""yes"" or ""no"".",42.0,,,,yes
162,17,17_Cutout 7.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The required washing facilities must be located in one of two possible locations: (A) within the associated WC rooms, or (B) immediately outside the associated WC rooms.

Answer ""yes"" or ""no"".",43.0,,,,yes
163,17,17_Cutout 7.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Regardless of whether the washing facilities are located inside or outside the WCs, they must be directly accessible from the changing area

Answer ""yes"" or ""no"".",44.0,,,,yes
164,17,17_Cutout 7.jpg,41,"Is the design displayed in the picture compliant with the following rule?

Rule:
Hand-rinse or personal washing facilities should be provided either within the associated WCs or immediately outside them, accessible from the changing area.

Answer ""yes"" or ""no"".",,5.0,,,yes
165,17,17_Cutout 7.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
Hand-rinse or personal washing facilities must be provided in association with the WCs that serve the changing area.

Answer ""yes"" or ""no"".",42.0,,,,yes
166,17,17_Cutout 7.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The required washing facilities must be located in one of two possible locations: (A) within the associated WC rooms, or (B) immediately outside the associated WC rooms.

Answer ""yes"" or ""no"".",43.0,,,,yes
167,17,17_Cutout 7.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
Regardless of whether the washing facilities are located inside or outside the WCs, they must be directly accessible from the changing area

Answer ""yes"" or ""no"".",44.0,,,,yes
168,18,18 Cutout 8.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The childrenÕs play area must be located directly adjacent to, or leading off from, all main waiting areas.

Answer ""yes"" or ""no"".",45.0,,,,yes
169,18,18 Cutout 8.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The provided childrenÕs play area must be designed and maintained to be both safe and secure.

Answer ""yes"" or ""no"".",46.0,,,,yes
170,18,18 Cutout 8.jpg,41,"Is the design displayed in the picture compliant with the following rule?

Rule:
A safe and secure childrenÕs play area should be provided off all main waiting areas.

Answer ""yes"" or ""no"".",,6.0,,,no
171,18,18 Cutout 8.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The childrenÕs play area must be located directly adjacent to, or leading off from, all main waiting areas.

Answer ""yes"" or ""no"".",45.0,,,,yes
172,18,18 Cutout 8.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The provided childrenÕs play area must be designed and maintained to be both safe and secure.

Answer ""yes"" or ""no"".",46.0,,,,no
173,19,19_Cutout 8.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The childrenÕs play area must be located directly adjacent to, or leading off from, all main waiting areas.

Answer ""yes"" or ""no"".",45.0,,,,yes
174,19,19_Cutout 8.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The provided childrenÕs play area must be designed and maintained to be both safe and secure.

Answer ""yes"" or ""no"".",46.0,,,,no
175,19,19_Cutout 8.jpg,41,"Is the design displayed in the picture compliant with the following rule?

Rule:
A safe and secure childrenÕs play area should be provided off all main waiting areas.

Answer ""yes"" or ""no"".",,6.0,,,no
176,19,19_Cutout 8.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The childrenÕs play area must be located directly adjacent to, or leading off from, all main waiting areas.

Answer ""yes"" or ""no"".",45.0,,,,no
177,19,19_Cutout 8.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The provided childrenÕs play area must be designed and maintained to be both safe and secure.

Answer ""yes"" or ""no"".",46.0,,,,no
178,20,20 Cutout 8 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The childrenÕs play area must be located directly adjacent to, or leading off from, all main waiting areas.

Answer ""yes"" or ""no"".",45.0,,,,yes
179,20,20 Cutout 8 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The provided childrenÕs play area must be designed and maintained to be both safe and secure.

Answer ""yes"" or ""no"".",46.0,,,,yes
180,20,20 Cutout 8 - Compositional view.jpg,41,"Is the design displayed in the picture compliant with the following rule?

Rule:
A safe and secure childrenÕs play area should be provided off all main waiting areas.

Answer ""yes"" or ""no"".",,6.0,,,no
181,20,20 Cutout 8 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The childrenÕs play area must be located directly adjacent to, or leading off from, all main waiting areas.

Answer ""yes"" or ""no"".",45.0,,,,no
182,20,20 Cutout 8 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The provided childrenÕs play area must be designed and maintained to be both safe and secure.

Answer ""yes"" or ""no"".",46.0,,,,yes
183,21,21 Cutout 1 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The position of the grabrails should not conflict with the height-adjustment mechanism of the basin.

Answer ""yes"" or ""no"".",47.0,,,,yes
184,21,21 Cutout 1 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
In this rule, fixtures can be mapped to many objects, such as mirrors, shelves, towel rails, soap dispensers, or paper towel dispensers etc. None of these fixtures should conflict with the height adjustment mechanism of the basin for this rule to pass.

Answer ""yes"" or ""no"".",48.0,,,,yes
185,21,21 Cutout 1 - Compositional view.jpg,41,"Is the design displayed in the picture compliant with the following rule?

Rule:
The following activities take place in a semi-ambulant WC (see Figure 88): use of the toilet; disposal of sanitary towels (optional); hand-rinsing. 

Emerald (Greenish) Zone: Semi-ambulant Toilet Activity Space represents the required clearance for approaching and using the semi-ambulant toilet. 
Low-Level Space: A clear space of 600 mm (height, width and depth) is required in front of the toilet pan at a low level to allow for user positioning. Overall Width: The entire activity zone for the toilet should have a width of 800 mm and 600 depth on the upper level. 

Purple (Pinkish) zone corresponds to the activity space for using the ambulant/semi-ambulant hand-rinse basin, with distinct requirements at different heights:
Low-Level Space: At a low level, a clear space with a width of 800 mm(depth and height 600) is required for a user to approach and stand at the basin.
Higher-Level Space: For the upper body, a wider space of 1000 mm (depth 800mm and height 1200 (human 1805-600 at low level) is required to accommodate arm movements during washing and drying.

Answer ""yes"" or ""no"".",,2.0,1.0,Figure88.jpg,yes
186,21,21 Cutout 1 - Compositional view.jpg,41,"Is the design displayed in the picture compliant with the following rule?

Rule:
The position of the grabrails and fixtures should not conflict with the height-adjustment mechanism of the basin

Answer ""yes"" or ""no"".",,7.0,,,no
187,21,21 Cutout 1 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The position of the grabrails should not conflict with the height-adjustment mechanism of the basin.

Answer ""yes"" or ""no"".",47.0,,,,yes
