generated_question_id,scene_id,file_path,template_id,layer_id,question_text,ground_truth_answer
110,3,3 double flat.jpg,14,1_2_1,"Look at the attached image.
Is guest wc directly connected to the wc? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
111,3,3 double flat.jpg,14,1_2_1,"Look at the attached image.
Is entrance area directly connected to the wc? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
112,3,3 double flat.jpg,14,1_2_1,"Look at the attached image.
Is kitchen directly connected to the wc? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
113,3,3 double flat.jpg,14,1_2_1,"Look at the attached image.
Is guest wc directly connected to the guest bedroom? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
114,3,3 double flat.jpg,14,1_2_1,"Look at the attached image.
Is kitchen directly connected to the guest bedroom? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
115,3,3 double flat.jpg,14,1_2_1,"Look at the attached image.
Is entrance area directly connected to the guest bedroom? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
116,3,3 double flat.jpg,14,1_2_1,"Look at the attached image.
Is child bedroom directly connected to the guest wc? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
117,3,3 double flat.jpg,14,1_2_1,"Look at the attached image.
Is guest bedroom directly connected to the guest wc? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
118,3,3 double flat.jpg,14,1_2_1,"Look at the attached image.
Is wc directly connected to the guest wc? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
119,3,3 double flat.jpg,14,1_2_1,"Look at the attached image.
Is child bedroom directly connected to the kitchen? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
120,3,3 double flat.jpg,14,1_2_1,"Look at the attached image.
Is wc directly connected to the kitchen? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
121,3,3 double flat.jpg,14,1_2_1,"Look at the attached image.
Is guest bedroom directly connected to the kitchen? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
122,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dipc decon 2c10 directly connected to the stair 2as1? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
123,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #9 2c09 directly connected to the stair 2as1? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
124,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is hk 2c11 directly connected to the stair 2as1? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
125,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is stair 2as1 directly connected to the hk 2c11? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
126,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dental waiting 1d49 directly connected to the hk 2c11? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
127,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is library/conf. room 2a01 directly connected to the hk 2c11? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
128,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dental surgeon office 2a04 directly connected to the gen. dent. dtr #9 2c09? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
129,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is stair 2as1 directly connected to the gen. dent. dtr #9 2c09? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
130,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is x-ray alcove 2a12-a directly connected to the gen. dent. dtr #9 2c09? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
131,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is hk 2c11 directly connected to the dental surgeon office 2a04? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
132,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #9 2c09 directly connected to the dental surgeon office 2a04? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
133,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dipc decon 2c10 directly connected to the dental surgeon office 2a04? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
134,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dipc decon 2c10 directly connected to the sec. office 2a03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
135,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is hk 2c11 directly connected to the sec. office 2a03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
136,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #8 2c06 directly connected to the sec. office 2a03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
137,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dental surgeon office 2a04 directly connected to the dipc decon 2c10? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
138,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is sec. office 2a03 directly connected to the dipc decon 2c10? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
139,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is stair 2as1 directly connected to the dipc decon 2c10? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
140,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dental surgeon office 2a04 directly connected to the w. staff toilet 2c08? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
141,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is sec. office 2a03 directly connected to the w. staff toilet 2c08? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
142,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is stair 2as1 directly connected to the w. staff toilet 2c08? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
143,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dental surgeon office 2a04 directly connected to the m. staff toilet 2c07? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
144,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is sec. office 2a03 directly connected to the m. staff toilet 2c07? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
145,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is stair 2as1 directly connected to the m. staff toilet 2c07? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
146,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dipc decon 2c10 directly connected to the consult. 2c03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
147,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is hk 2c11 directly connected to the consult. 2c03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
148,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is sec. office 2a03 directly connected to the consult. 2c03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
149,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dipc decon 2c10 directly connected to the touchdown base 2c01? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
150,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is hk 2c11 directly connected to the touchdown base 2c01? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
151,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is m. staff toilet 2c07 directly connected to the touchdown base 2c01? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
152,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dipc decon 2c10 directly connected to the dental waiting 1d49? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
153,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is hk 2c11 directly connected to the dental waiting 1d49? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
154,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dipc clean 2c12 directly connected to the dental waiting 1d49? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
155,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is guest bedroom adjacent to the child bedroom (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
156,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is wc adjacent to the child bedroom (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
157,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is corridor adjacent to the child bedroom (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
158,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is child bedroom adjacent to the wc (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
159,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is guest wc adjacent to the wc (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
160,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is corridor adjacent to the wc (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
161,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is service duct adjacent to the wc (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
162,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is corridor adjacent to the guest bedroom (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
163,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is child bedroom adjacent to the guest bedroom (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
164,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is public zone adjacent to the guest bedroom (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
165,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is living room adjacent to the guest wc (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
166,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is wc adjacent to the guest wc (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
167,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is entrance area adjacent to the guest wc (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
168,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is guest bedroom adjacent to the living room (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
169,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is entrance area adjacent to the living room (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
170,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is kitchen adjacent to the living room (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
171,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is guest wc adjacent to the living room (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
172,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is private zone adjacent to the living room (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
173,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is living room adjacent to the kitchen (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
174,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is public zone adjacent to the private zone (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
175,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is private zone adjacent to the public zone (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
176,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is sink adjacent to the toilet (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
177,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is wall adjacent to the toilet (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
178,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is bath adjacent to the toilet (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
179,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is wall adjacent to the door (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
180,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is wall adjacent to the doorless portal (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
181,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is door adjacent to the doorless portal (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
182,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is living room adjacent to the doorless portal (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
183,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is wall adjacent to the staircase (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
184,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is dining table adjacent to the staircase (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
185,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is glazed curtain wall adjacent to the staircase (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
186,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is door adjacent to the staircase (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
187,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is living room adjacent to the staircase (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
188,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is guest bedroom adjacent to the staircase (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
189,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is toilet adjacent to the bath (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
190,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is sink adjacent to the bath (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
191,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is wall adjacent to the bath (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
192,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is wall adjacent to the stove (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
193,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is sink adjacent to the stove (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
194,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is wall adjacent to the double bed (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
195,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is bedside table adjacent to the double bed (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
196,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is guest bedroom adjacent to the double bed (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
197,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is wardrobe adjacent to the double bed (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
198,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is bedside tablewall adjacent to the single bed (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
199,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is wardrobe adjacent to the single bed (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
200,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is child bedroom adjacent to the single bed (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
201,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is double bed adjacent to the bedside table (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
202,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is wall adjacent to the bedside table (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
203,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is floor adjacent to the bedside table (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
204,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is armchair adjacent to the coffee table (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
205,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is chair adjacent to the coffee table (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
206,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is living room adjacent to the coffee table (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
207,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is chair adjacent to the dining table (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
208,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is cabinet adjacent to the dining table (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
209,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is staircase adjacent to the dining table (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
210,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is plates adjacent to the dining table (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
211,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is forks adjacent to the dining table (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
212,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is knifes adjacent to the dining table (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
213,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is living room adjacent to the dining table (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
214,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is dining table adjacent to the plates (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
215,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is fork adjacent to the plates (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
216,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is knife adjacent to the plates (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
217,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is plates adjacent to the knife (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
218,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is fork adjacent to the knife (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
219,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is dining table adjacent to the knife (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
220,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is plates adjacent to the fork (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
221,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is knife adjacent to the fork (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
222,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is dining table adjacent to the fork (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
223,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is dining table adjacent to the chair (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
224,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is coffee table adjacent to the armchair (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
225,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is living room adjacent to the armchair (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
226,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is chair adjacent to the armchair (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
227,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is woman adjacent to the armchair (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
228,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is man adjacent to the armchair (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
229,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is single bed adjacent to the wardrobe (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
230,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is wall adjacent to the wardrobe (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
231,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is child bedroom adjacent to the wardrobe (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
232,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is living room adjacent to the plant (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
233,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is woman adjacent to the plant (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
234,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is living room adjacent to the humans (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
235,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is armchair adjacent to the humans (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
236,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is coffee table adjacent to the humans (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
237,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is armchair adjacent to the reading human (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
238,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is coffee table adjacent to the reading human (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
239,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is armchair adjacent to the human having a drink (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
240,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is coffee table adjacent to the human having a drink (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
241,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is armchair adjacent to the man (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
242,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is woman adjacent to the man (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
243,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is living room adjacent to the man (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
244,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is wall adjacent to the glazed curtain wall (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
245,3,3 double flat.jpg,17,1_2_2,"Look at the attached image.
Is living room adjacent to the glazed curtain wall (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
246,12,12 Cutout 5.jpg,17,1_2_2,"Look at the attached image.
Is wall adjacent to the toilet (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
247,12,12 Cutout 5.jpg,17,1_2_2,"Look at the attached image.
Is shower curtain adjacent to the toilet (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
248,12,12 Cutout 5.jpg,17,1_2_2,"Look at the attached image.
Is handrails adjacent to the toilet (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
249,12,12 Cutout 5.jpg,17,1_2_2,"Look at the attached image.
Is wall adjacent to the sink (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
250,12,12 Cutout 5.jpg,17,1_2_2,"Look at the attached image.
Is door adjacent to the sink (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
251,12,12 Cutout 5.jpg,17,1_2_2,"Look at the attached image.
Is paper towel dispenser adjacent to the sink (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
252,12,12 Cutout 5.jpg,17,1_2_2,"Look at the attached image.
Is toilet pan or sluice adjacent to the shower trolley (""adjacency"" refers to direct proximity)?

Answer ""yes"" or ""no"".",yes
